n_grads,mean_grad_norm,std_grad_norm
5000,2.752203583666411,2.0521870295238336
5000,3.4108647613667062,2.1900779017951395
5000,2.89200334121247,1.9518429815115264
5000,3.5472387330955346,2.756789090193147
5000,2.6122163979777544,1.9149334591050133
5000,2.4295360754096538,2.087899120381862
5000,3.042074598546615,2.149512991034114
5000,2.5250490990521794,1.875016981036887
5000,2.7601507313789413,1.7509500253305197
5000,2.3086688323906457,1.3410919157658239
5000,2.1291228371236612,1.4623648396014495
5000,2.0767605146191297,1.7299993820710653
5000,2.615794083675649,1.858102631138146
5000,2.747878322449685,1.9950213172416247
5000,2.2544398002719532,1.7127034004503967
5000,2.417527366678748,1.611384515450844
5000,2.3369998474946323,1.7666188741275728
5000,2.8499172905801817,2.055644407535079
5000,2.702687866617204,1.8492843963992414
5000,2.567420360784574,1.5220494377798621
5000,2.2171112651016585,1.5859567005874973
5000,2.243963674166156,1.8449122726463063
5000,2.586150642302982,1.9588108441613354
5000,2.123922290938327,1.5330417387653985
5000,2.2618871548336372,1.8913883002594944
5000,2.316917210746107,1.7867273934834182
5000,2.417400935314725,2.108886367684973
5000,2.792684748629311,1.5268435628550778
5000,3.416654069900843,2.525793504488599
5000,2.2627567340447055,1.6970085315773131
5000,2.185745956474368,1.6908644850995163
5000,2.3106063816376676,1.5093389955698364
5000,2.33501125205274,1.8201987545780705
5000,2.1617119352532796,1.726557091666868
5000,2.286118084440375,1.56625974853501
5000,2.107024572821067,1.73819680394918
5000,2.432532865585205,1.758345775134125
5000,2.2155676936759723,1.724296008032244
5000,2.438269442638388,1.8278671862311993
5000,2.511019006289418,1.7947216811592372
5000,2.07336350383988,1.4573142392850458
5000,2.5158511506436216,1.7065053567143436
5000,2.3272624494422742,1.7223050693829969
5000,2.3170956010130483,1.5004938112234611
5000,2.605706762073034,2.173226142050694
5000,2.5246316940595332,1.8951683462006546
5000,2.289848996778787,1.7713988468214241
5000,2.2117747246338286,1.738400818269072
5000,2.565379946785177,2.1849771038171775
5000,1.9414630113941025,1.5820516912063298
5000,2.1150021042374183,1.5319980023858761
5000,2.5894649231300377,1.8180842142914542
5000,2.086329985461449,1.5958036702881397
5000,2.01695088681903,1.6775103456365752
5000,2.106220682398572,1.4821603325729196
5000,2.5999834911703914,1.4376421206122212
5000,2.3709017386982274,1.545821639192121
5000,2.2578703410751695,1.7645474075376573
5000,2.084312189549041,1.8411880527317606
5000,2.5889512362544433,1.7069016136378794
5000,2.704553713910373,2.043395660424562
5000,3.0385205750807507,2.2591336369680004
5000,5.000124670611775,2.558460412427124
5000,1.9558885610629109,1.4851522141553326
5000,2.713769292731169,1.8065870275949865
5000,2.4218713462215056,1.729634692762292
5000,2.196553547908281,1.387080718144369
5000,2.6558571512257916,1.9508320835528472
5000,2.588774858674721,1.7192212401093678
5000,2.518798244140759,1.917895555209596
5000,2.171984844888869,1.6050852115572145
5000,2.2628855575747084,1.7303439636187135
5000,2.939599853212983,2.137949537348511
5000,2.1382814943782265,1.6680112030542005
5000,2.9835349235700264,1.7829574133128887
5000,2.2700079162992868,1.5369585883035628
5000,2.3183894239193616,1.7391283713542283
5000,2.9870880559178103,1.855821620800284
5000,2.163075261030844,1.5539992337766668
5000,2.9466874657026842,1.695441199433442
5000,2.4572084789083948,1.9551230854700132
5000,2.839053447054985,2.187996569294434
5000,2.284274269420287,1.7761964029954633
5000,2.476606391935482,1.822625546997882
5000,2.3812964593435497,1.7290919447897053
5000,2.4588039119468705,1.7749864266572053
5000,2.2899842425754984,1.9000049200147011
5000,2.4711027889782033,1.7652721827262385
5000,2.7863909095300574,2.0509539342377545
5000,2.3040326130914677,1.742720223165755
5000,2.180405164770849,1.73413405485853
5000,2.5351602686045602,1.9085513723701253
5000,2.6953696502753277,1.7618159089279735
5000,2.5887755665532195,1.8286593380160214
5000,2.5664083160652846,1.955011620358476
5000,2.224030337592736,1.782669878574871
5000,2.4079135537802787,1.629303163085389
5000,2.6928275080582833,1.9983652815358333
5000,2.2453204345591335,1.7684790444281275
5000,2.1344549213800987,1.309599707221003
