n_grads,mean_grad_norm,std_grad_norm
5000,3.3411051836024215,1.9709039864751168
5000,2.615221065968938,1.7573715910211418
5000,3.079203771832937,1.9399908856577552
5000,2.446671619105389,1.673908246159187
5000,2.5321990576904603,1.5927560383044972
5000,2.601178964900364,1.6744281702523005
5000,3.0938542629265844,2.061709716917187
5000,2.327866033679072,1.471042260359101
5000,2.5033426699897388,1.6272211605960447
5000,2.7729770968707474,1.8735067040302582
5000,2.85043919471224,1.681751391964608
5000,2.6106612454857956,1.52795762587666
5000,2.8295847579408715,1.5044645181707166
5000,2.4017467722968284,1.4629846054161246
5000,3.4831359739537233,1.9709850680533543
5000,2.8802247928143188,1.7710512310721462
5000,2.334783258352819,1.7335733507711386
5000,2.4237136446402494,1.3383622884576387
5000,2.777732272255986,1.69313111391937
5000,3.037494726508581,1.5115098870357995
5000,2.7807344556029046,1.8310256054786718
5000,2.420428057212041,1.7076556790111548
5000,2.618150970778306,1.6712784826839013
5000,3.025159055982421,1.6784172211897386
5000,2.7249688101182348,1.567929101165952
5000,2.9141658825644883,1.9142043128291732
5000,2.544357087211729,1.4195829407684863
5000,3.4118587251161574,1.9113930733949478
5000,2.621645964663638,1.7895476569953384
5000,2.5817808091886922,1.5411051268362372
5000,3.23240143239462,2.002699895172674
5000,2.467793932516259,1.6446836111443974
5000,2.700053972618707,1.8128583345646785
5000,2.480484158802363,1.7098462148863973
5000,3.4827944144989904,2.1977266051868622
5000,2.4063356492827612,1.544138614879725
5000,2.3496085724671087,1.6419605353020652
5000,3.028207863733144,1.8864792602431595
5000,2.3488989744964606,1.3997313277379753
5000,2.6741190345677106,1.8666711777852647
5000,2.588226432938703,1.7385936333597627
5000,3.454166961915695,2.6410956968155843
5000,2.4915347794312233,1.3638307231371072
5000,2.5406292742266747,1.8321385781409645
5000,2.307027266800172,1.5625741393506878
5000,2.110919650254944,1.4111295858512767
5000,3.2063494743713297,1.7654246383931131
5000,2.4505141895126035,1.5834897486166652
5000,3.1489776903312454,2.1319302125749777
5000,2.4554294259703906,1.8257743502706714
5000,3.0116379879480153,2.184222412093767
5000,3.381713517627099,1.9939908240426933
5000,3.2358715110676455,2.1943889701180472
5000,2.797965035950901,1.9971424421943442
5000,3.053389014546223,1.6587906191699813
5000,2.9153965413286795,1.4411708131976964
5000,2.354467628042483,1.3862167277368156
5000,2.803369635293407,1.5817314699611726
5000,2.589385886808682,1.6428213922948363
5000,3.0013926292292026,2.054726490735306
5000,3.7678559924192654,1.5488284297593733
5000,2.465165902832326,1.583805786269202
5000,2.824161297213879,1.8351635762676057
5000,3.0484258148677013,2.2166464916954727
5000,2.283278855021038,1.5795895494162888
5000,2.574396057103739,1.6981401310724673
5000,2.668418870998519,1.633945579927008
5000,2.6563243779615426,1.473434142655853
5000,2.3289255720432154,1.3998305422296011
5000,2.711683995679493,1.5629970510923976
5000,2.2530769288558994,1.576617841074396
5000,2.530036691069424,1.8409615405586381
5000,2.193095887186565,1.4192257697390898
5000,2.8147763606143243,1.8067696091194654
5000,2.7577895668820958,2.0902030549515205
5000,3.0583677423076994,1.6268882269556053
5000,3.2027873666675397,1.839174870925465
5000,3.2275151588974005,1.980434999582113
5000,2.9173747424662495,1.8714805179014293
5000,3.167211036370023,2.113021640717665
5000,3.134380129869758,2.0815378423319477
5000,2.6193761058264537,1.409782647644655
5000,3.744530596284128,2.244152026870093
5000,3.0877722954544815,2.086429570454328
5000,3.356465151253295,1.9727017147291177
5000,2.5689324475541864,1.5585197285241337
5000,3.4112629443169733,2.3676886317041164
5000,2.167376536676966,1.2635797290076822
5000,3.6398293846481247,2.1319306628361616
5000,2.647795677958703,2.0674351524675085
5000,2.4295637372817613,1.7341512634990646
5000,3.615341113041115,2.7443576241752807
5000,2.39107548305983,1.6021279601693188
5000,2.554299358693082,1.989497531597257
5000,2.3491529408395735,1.6040743215267628
5000,3.227936872811008,2.2586140004280546
5000,2.966699395390888,1.75030112418695
5000,2.7306290113610414,1.8135925400424604
5000,3.0050499899399084,1.6188046595017413
5000,4.461072022489147,2.1010927060934725
