n_grads,mean_grad_norm,std_grad_norm
5000,2.2029851270901815,1.5317640698130743
5000,2.551189992968133,1.5022895574994524
5000,3.737574376469077,2.702644428450517
5000,2.6057218072270305,1.6724084176707463
5000,2.153148420724141,1.4968352788734742
5000,2.251134859094167,1.6436480869397683
5000,2.875048990063734,1.8396634556583946
5000,2.4665783467596136,1.8414543851564742
5000,2.1158038537230004,1.6427158762215985
5000,2.6863241778473173,1.7527623604778808
5000,2.4948054457956177,1.7705746728465386
5000,2.300727529512796,1.5840384137851096
5000,2.577603507909955,1.893586390322222
5000,2.4771999549935377,1.7177208863430082
5000,1.9819943628806238,1.4088984490424212
5000,2.995138749523508,1.85659151045718
5000,2.863493505707779,2.1268240195126715
5000,2.4771455378749243,1.7314087014277053
5000,2.2399809765044867,1.7126738093301728
5000,2.8039910867206417,1.914684693229092
5000,2.486504924303929,1.6969386619866194
5000,2.260993308885815,1.5829212922209097
5000,3.3023764643804765,2.1503776112918978
5000,3.038937383803424,1.4789815722030037
5000,2.431537011342862,1.6014316464916694
5000,2.26463647771809,1.5921583289401782
5000,2.6447288330642875,1.7165482317085041
5000,2.0729361729175784,1.4990084532397794
5000,2.031148934285007,1.2243115143556538
5000,2.528933808203506,1.4609285042715965
5000,2.73842624149117,1.9384825709945064
5000,2.356735676373596,1.5093429885638467
5000,2.7611782321941605,1.4866499889559541
5000,2.574216785547869,2.04803885929218
5000,2.2045556930587407,1.4417980735719547
5000,2.3051408662449147,1.8246134558634626
5000,2.0964590768522218,1.5620372333214803
5000,3.2398817304013603,2.11382840881425
5000,2.693625161705582,2.007766380980049
5000,1.9849269428799423,1.5297050251783348
5000,2.875448367871786,2.001063928185005
5000,3.3034144944061596,1.6406308941918881
5000,2.3060428892691425,1.6787032439676464
5000,2.513855970312336,1.7416815348725194
5000,2.322095951269429,1.7329654444558709
5000,2.3258918924725096,1.7386125188180945
5000,2.164980666476972,1.6367397215770247
5000,2.6511854851849943,1.9282726074536527
5000,2.960035914979319,2.185111243330713
5000,2.3230128199495224,1.5437300427391942
5000,2.1646246629480097,1.5614356513926486
5000,3.3413607192080264,2.069410936357913
5000,2.5918657202924216,1.5365790490674895
5000,2.8599148353420474,1.7875464648723112
5000,2.6748446645402546,2.0258471638101128
5000,2.8444531507606743,1.9089792981576368
5000,2.4444990075771638,1.498623341753237
5000,2.2106122002645012,1.5678760288131008
5000,2.8257930268732183,1.842750320484589
5000,2.2905163669337534,1.3283500551080687
5000,2.5876316167953317,2.1331957161053388
5000,3.6829704535486965,2.290136671918233
5000,3.2507692991177786,1.834048693171942
5000,2.252151017246515,1.5071856685688219
5000,2.349802551405156,1.663688147965504
5000,2.7475187517451336,2.163802152725666
5000,2.835310515750439,1.9546548811356308
5000,2.6135463062749333,1.8018884782557703
5000,3.168741312367641,1.95558735022215
5000,2.905730143666731,1.97961150475686
5000,2.8352007882382737,1.7308696898590858
5000,2.3764652731141003,1.893901195372823
5000,3.041351139992505,2.1170106987557773
5000,2.7115659499661438,2.0027658905266317
5000,2.1823984609286273,1.6105146199460958
5000,3.2180607602862326,1.8572667225522848
5000,2.096232021415299,1.4794732751721804
5000,3.718565798138602,2.6919944949668526
5000,2.6397277520784823,1.5070895983639516
5000,2.912062965177689,2.045388844730225
5000,2.6928257116405487,1.806667691868007
5000,3.69885685966476,2.0606551926813195
5000,2.624620585043035,1.7749870839781496
5000,2.4823224562732356,1.859632442004959
5000,2.7346108266680376,1.608401201058151
5000,2.7983712160891465,1.5283271043800313
5000,2.2687783954840963,1.7160064214470552
5000,2.467766044610899,1.4863868433419145
5000,2.828728026985002,1.7730755191071623
5000,3.1024402543773744,2.010932774918986
5000,2.5523424540673467,1.813331223144394
5000,2.37583396931183,1.673212139567745
5000,3.227116702519537,2.246199633340157
5000,1.8653596569176298,1.316626100276895
5000,3.4473934225654697,2.149609769506993
5000,2.7404440148841926,1.9639663353740857
5000,2.2201736832009353,1.5237795644126901
5000,2.536747107853609,1.6782480961065698
5000,3.013797788673273,1.9648811881878268
5000,2.9329468921454587,1.8266812897607574
