n_grads,mean_part,std_part
5000,-0.0008710163533687591,0.16604648886478512
5000,-0.002132558810710907,0.1821659835567626
5000,0.00015342484712600708,0.19134236978604535
5000,-0.0010242888033390044,0.16353308727063423
5000,0.0010592963337898254,0.18131233208188308
5000,-0.004987717205286026,0.21470324738892899
5000,0.005073618918657303,0.16924462489432804
5000,-0.0005754686951637268,0.19369554768972586
5000,-0.002251576590538025,0.1582795301295374
5000,0.004422970783710479,0.1969710180564739
5000,0.0021796988427639006,0.17936389285691673
5000,-0.0030231332659721374,0.1731121715972825
5000,0.00034790791869163514,0.17879695197323253
5000,0.001904932975769043,0.18104198872347074
5000,-0.001984795939922333,0.1957388086989779
5000,0.0038349709272384644,0.19880144678396705
5000,-0.0010076449871063231,0.17722044257000288
5000,-0.001737998330593109,0.20053547503268673
5000,-0.0035143577873706817,0.17565218460201898
5000,0.0031668150424957273,0.17404825900297247
5000,-0.0036536770701408386,0.18052357479315934
5000,0.007824994504451751,0.21785588596255828
5000,0.0014150280177593231,0.19634544754222863
5000,0.0036883792996406555,0.16758828799168152
5000,0.003443842816352844,0.17834951756699088
5000,0.003952332842350006,0.1818997346568764
5000,-0.0019980266749858857,0.20123763783397544
5000,-0.0022688637554645536,0.16559369724437092
5000,0.0028036211550235748,0.16498634353153266
5000,0.0033338395833969114,0.2000340833229123
5000,0.00046623947620391844,0.18524309796541114
5000,-0.0013442778766155244,0.22804532219748408
5000,-0.0027600421488285063,0.2129617921202633
5000,-0.0009610530912876129,0.1703423151239502
5000,6.10849380493164e-05,0.1522940779348684
5000,0.0015303541421890258,0.17190005619108764
5000,0.0008231033742427825,0.21839339497578286
5000,0.0016198358833789826,0.21803036141932017
5000,-0.0015617545306682587,0.18664605586576688
5000,-0.0023409796714782714,0.18511671035598465
5000,0.002687178260087967,0.16355140663829756
5000,0.0010902874290943147,0.17268205606647777
5000,-8.453512191772461e-06,0.19074640343334712
5000,-0.0022197676956653596,0.2482186923118774
5000,0.004149030929803848,0.20361449944437798
5000,-0.001993017911911011,0.1835448190839814
5000,-0.0030400280475616453,0.21952732993621968
5000,-0.00040690982937812803,0.2299554383885549
5000,0.0009366686999797821,0.25130128827754716
5000,0.00043166360855102537,0.17415951256341425
5000,-0.0019067531049251556,0.19549753394994585
5000,-0.0016099771797657013,0.1661318470858742
5000,0.0001942055642604828,0.17745115633389166
5000,0.004278066146373749,0.1926711434767841
5000,0.0012421973705291748,0.17494251100533426
5000,0.006179004967212677,0.22872936523901763
5000,-0.0015217095017433166,0.19205848742442558
5000,-0.0007002926588058472,0.17321493518285655
5000,-0.0006675517618656158,0.23828807548771488
5000,0.004331650388240814,0.24566701039486502
5000,0.00247196763753891,0.1712695230230604
5000,-0.0003821526288986206,0.1926234455073286
5000,0.0017985313057899475,0.1635225063498343
5000,-0.00027200013399124144,0.19920804480178522
5000,-0.0012911234855651856,0.19946304943892088
5000,1.1756753921508789e-05,0.2242655900671244
5000,-0.00023471853137016296,0.1727619656151594
5000,-5.6953203678131105e-05,0.19112246634818822
5000,0.002996272599697113,0.1663393441866843
5000,0.0005608598887920379,0.1700505456206635
5000,8.862384557723999e-05,0.21053335889576846
5000,0.0014406430006027222,0.16319567342559638
5000,-0.006489726424217224,0.15987822020062117
5000,-0.003903530031442642,0.19283097658819415
5000,-0.0001759899914264679,0.20396920650614297
5000,-0.005335489308834076,0.1719245115701233
5000,0.001217091417312622,0.19686229280027734
5000,0.001626805466413498,0.1841000525322461
5000,-0.0022201838314533234,0.19862613717165545
5000,-0.0019256413042545318,0.21749994599042288
5000,0.0028571902334690092,0.18634087100492008
5000,3.7066036462783816e-05,0.17322455243322724
5000,-0.0016995795607566834,0.16200976101712702
