n_grads,mean_part,std_part
5000,0.005399453439936042,0.6635318038355292
5000,0.0037262389272451403,0.508957425034414
5000,0.0033422318175435066,0.584350165057724
5000,0.011581246326863765,0.5012797515227855
5000,-0.005907017031311989,0.4980356912876838
5000,-0.0001406202659010887,0.44146206742018673
5000,-0.0006517163634300232,0.43235870724215364
5000,-0.002710136419534683,0.44844890315267594
5000,0.0066525854535400865,0.48718805365982915
5000,-0.006852030818909407,0.6017985310701786
5000,-0.007178100882470608,0.631145094068994
5000,-0.007345951440185308,0.5388621065668904
5000,-0.0010190564475953579,0.46634279709485127
5000,-0.0035351264648139477,0.5660201629860975
5000,-0.000885129901021719,0.6014490313154524
5000,-0.014771957643330098,0.5865529521809345
5000,0.0041020001284778115,0.4198532212569689
5000,0.009527580708265305,0.5388314548072084
5000,-0.003991434091329574,0.5492517410351749
5000,0.0035470652356743813,0.45593504444406885
5000,-0.006052510614320636,0.4592842663657349
5000,-0.009081934899836778,0.5245259626575052
5000,-0.0034141601111739874,0.3962872423273877
5000,0.002472764663025737,0.5923169291394867
5000,0.007568908548355103,0.6315369608159979
5000,0.00943625579327345,0.42845423171358343
5000,0.004251898790895939,0.4512108250651379
5000,-0.009848351613804698,0.5148903965504058
5000,0.0018658360093832015,0.36405886378868446
5000,-0.002737785577401519,0.5284017536778012
5000,-0.0015208618976175784,0.4851629426551265
5000,0.00042603417336940764,0.48068352045967017
5000,0.008143153106421231,0.48828567770364895
5000,0.009101697549968958,0.5060150101552693
5000,-0.0011482433885335922,0.459889268631203
5000,0.021935251785069703,0.6435859556901857
5000,0.012445531772822142,0.4934002654056422
5000,6.098438054323197e-05,0.4665194534634253
5000,-0.0013362099416553974,0.4040215109657795
5000,-0.015524249143898487,0.5516815500774565
5000,0.005933675503358245,0.6778305435389325
5000,-0.0025998063266277315,0.37782642420030044
5000,-0.007622123456001282,0.4218721446126038
5000,0.007812499207258224,0.5043740828708126
5000,0.01969307638183236,0.5059121829171028
5000,-0.010908815308660268,0.5341284063986362
5000,-0.003616024000942707,0.39111763549777984
5000,0.0002306073859333992,0.6330511604892687
5000,0.003923284583538771,0.5090085497014133
5000,0.0012364819973707199,0.49659862407068633
5000,-0.009396335759758949,0.6910958656054657
5000,-0.005420388057082891,0.43713450262407494
5000,-0.0031532422395423054,0.34327130405403683
5000,0.0013649841211736203,0.6317943218598526
5000,-0.009994289015233518,0.6068639046471345
5000,0.0128369523383677,0.5751517827203835
5000,0.0076753685869276524,0.3970728173001932
5000,-0.001667960850894451,0.4536810272679205
5000,-0.00017971213683485985,0.42876663323124387
5000,0.0003198564104735851,0.39173094612913967
