n_grads,mean_grad_norm,std_grad_norm
5000,1.3467127345932581,1.1696154955487834
5000,1.4901042016888852,1.185164125787816
5000,1.3316258039056452,1.1713235594491627
5000,1.3751282558127058,1.0922197560120548
5000,1.5085506227769183,1.2426196794418674
5000,1.3749933337843705,1.1582672274532364
5000,1.6098777629537595,1.2665076361862178
5000,1.644974653531701,1.3731431900588191
5000,1.5394388719501444,1.271434500117222
5000,1.8321311943060683,1.3723182387531883
5000,1.4418950989110166,1.1692596040528949
5000,1.433859591273735,1.2400825042153398
5000,1.4486970958341978,1.2517515972104913
5000,1.460079456638664,1.164558502375535
5000,1.2598660532482062,1.0640496704751863
5000,1.3108930856061456,0.9649655991095083
5000,1.4002048823766762,1.1673939306738748
5000,1.9366521611125922,1.4106848458296122
5000,1.5418199014358107,1.2956693865627251
5000,1.5892434265700623,1.1683905134014108
5000,1.5279207773342973,1.17001273802449
5000,1.533413336638533,1.218302205670417
5000,1.3632742914958345,1.1861009348060016
5000,1.4325223595077903,1.1715214977122343
5000,1.3424255779280263,1.1858117907824992
5000,1.5100227521287066,1.1960581222469808
5000,1.3746271520487754,1.0689893653206686
5000,1.7230383810584018,1.3020282635791627
5000,1.712476723737792,1.3145768980807464
5000,1.4416171706547007,1.2666539050192867
5000,1.3909499463258732,1.184855987285299
5000,1.515921155406513,1.1570470075951065
5000,1.587278576454164,1.3626756804435198
5000,1.462041820817225,1.1588319331884107
5000,1.4704571390531418,1.2124585015366125
5000,1.8005375605748384,1.29935578269732
5000,1.5790470772438043,1.30734958638846
5000,1.4747737333667086,1.2671004672493276
5000,1.4467774573133014,1.1555817256812786
5000,1.4217681612984276,1.1720722651371818
5000,1.5558033157855753,1.2429157235988004
5000,1.4360677538278375,1.1471981709471872
5000,1.4477918670468504,1.203384222158729
5000,1.5144409788515567,1.3619075851707794
5000,1.3868483644091005,1.1833991649907476
5000,1.4272424903988945,1.1807896616898155
5000,1.252173982426312,1.0181526054965468
5000,1.406807798024014,1.2704512666214096
5000,1.4797348145823037,1.2260877730352897
5000,1.4160957062419572,1.1875183213178504
5000,1.721568175194591,1.3111250233409235
5000,1.5688960886948708,1.2397162078170638
5000,1.9143736850560402,1.3793917326502798
5000,1.512560299956997,1.2530954749737084
5000,1.5358638933694675,1.2234269483522136
5000,1.4249864679587394,1.2035072974283314
5000,1.4152811444576936,1.1769767466014591
5000,1.4913915562382953,1.233053845857397
5000,1.547636158540929,1.2456195456091013
5000,1.5770595217363688,1.2644639967805231
5000,1.4002537182157666,1.2081203742360362
5000,1.4168817539648435,1.196745453092298
5000,1.5030614668788713,1.2088909875090126
5000,1.7388491983965644,1.3779434879271875
5000,1.6069454036823572,1.2376580913602073
5000,1.569934713880091,1.2273367017738694
5000,1.5809769327294476,1.3902138080759565
5000,1.4398538478847507,1.167204321201092
5000,1.4837359972071622,1.2480517845387153
5000,1.4825484394580803,1.0388463920660622
5000,1.4490086119837702,1.2279773346240077
5000,1.7469539702879755,1.4509480689482035
5000,1.4233918989363816,1.2213295909894528
5000,1.6321535600110122,1.3023243604597854
5000,1.4241931868707125,1.2210407103412741
5000,1.960162268396168,1.4742139667336116
5000,1.4690571424403347,1.2827880053951592
5000,1.279799229534202,1.0544438082301737
5000,1.4473083743712096,1.2354212169111387
5000,1.5349064998512112,1.1811381928309137
5000,1.360167448912645,1.172630001486019
5000,1.4374002178952852,1.1466940709310753
5000,1.5009311162461005,1.3070763370260303
5000,1.2730223467815827,1.1514141014841628
5000,1.3791588149371952,1.0490456344725962
5000,1.4283286285937706,1.1760819845747055
5000,1.4398132225466445,1.1743152778869816
5000,1.5029620882061592,1.195195129206505
5000,1.5701068354131453,1.2708419359240444
5000,1.5737069927761278,1.3452160622321434
5000,1.3617773557548964,1.1868444652017995
5000,1.3583675162763469,1.1308125588553233
5000,1.4970362315173833,1.1947223114958885
5000,1.5452109537451733,1.4007786157934559
5000,1.3999465348067708,1.1302631792225581
5000,1.3908578627785435,1.1461431135273856
5000,1.6584681793376301,1.2974437620894095
5000,1.4463405151564905,1.2277241563779226
5000,1.2882635140710001,1.1003976298661398
5000,1.471738844446288,1.2098221559403752
