optimizer,p,m,energy_Hc,success_prob,time_sec,trial,C_max,C_qaoa,approx_ratio
COBYLA,2,2,2.0192110951333666e-07,1.0,19.406216144561768,32,2,1.9999997980788904,0.9999998990394452
COBYLA,4,2,1.285210708135143e-07,1.0,2.9148995876312256,32,2,1.999999871478929,0.9999999357394646
COBYLA,8,2,4.382750316833661e-08,1.0,3.7603607177734375,32,2,1.9999999561724968,0.9999999780862484
COBYLA,16,2,2.9723408040416292e-09,1.0,11.743164777755736,32,2,1.9999999970276592,0.9999999985138296
COBYLA,1,2,8.612726476453503e-09,1.0,0.83258056640625,33,2,1.9999999913872735,0.9999999956936367
COBYLA,2,2,1.8396765000261442e-08,1.0,1.0570151805877686,33,2,1.999999981603235,0.9999999908016175
COBYLA,4,2,6.226602167203056e-08,1.0,1.515820026397705,33,2,1.9999999377339783,0.9999999688669892
COBYLA,8,2,3.102371692875749e-10,1.0,2.543930053710937,33,2,1.9999999996897628,0.9999999998448814
COBYLA,16,2,1.1262102361797588e-12,1.0,7.103816509246826,33,2,1.9999999999988738,0.9999999999994369
COBYLA,1,2,5.258722249323888e-09,1.0,1.8733856678009035,34,2,1.9999999947412777,0.9999999973706388
COBYLA,2,2,1.810581476413553e-09,1.0,1.0374839305877686,34,2,1.9999999981894185,0.9999999990947093
COBYLA,4,2,9.532934164280248e-11,1.0,1.786736011505127,34,2,1.9999999999046707,0.9999999999523353
COBYLA,8,2,9.52544945698186e-10,1.0,3.501625299453736,34,2,1.999999999047455,0.9999999995237275
COBYLA,16,2,7.162302695373768e-11,1.0,10.140766143798828,34,2,1.999999999928377,0.9999999999641885
COBYLA,1,2,0.0282932299229656,0.9853515625,1.2722530364990234,35,2,1.9717067700770343,0.9858533850385172
COBYLA,2,2,1.7797603379943186e-07,1.0,11.13444995880127,35,2,1.999999822023966,0.999999911011983
COBYLA,4,2,5.0681069674318735e-08,1.0,1.8143892288208008,35,2,1.9999999493189304,0.9999999746594652
COBYLA,8,2,1.3082660510477241e-08,1.0,4.657397985458374,35,2,1.9999999869173395,0.9999999934586697
COBYLA,16,2,5.931871660536103e-11,1.0,10.738576650619509,35,2,1.9999999999406812,0.9999999999703406
COBYLA,1,2,0.0282932349096462,0.9794921875,1.0255155563354492,36,2,1.9717067650903537,0.9858533825451768
COBYLA,2,2,2.6601567360007294e-07,1.0,5.237094879150391,36,2,1.9999997339843265,0.9999998669921633
COBYLA,4,2,2.4558110670036548e-08,1.0,3.878941059112549,36,2,1.9999999754418893,0.9999999877209447
COBYLA,8,2,6.171155600420697e-09,1.0,2.163055419921875,36,2,1.9999999938288444,0.9999999969144222
COBYLA,16,2,3.588425945277862e-09,1.0,17.5251944065094,36,2,1.999999996411574,0.999999998205787
COBYLA,1,2,7.852434258381891e-10,1.0,1.4449176788330078,37,2,1.9999999992147566,0.9999999996073783
COBYLA,2,2,8.532743392408727e-08,1.0,1.2865655422210691,37,2,1.999999914672566,0.999999957336283
COBYLA,4,2,1.0512970605169867e-08,1.0,1.8119256496429443,37,2,1.9999999894870295,0.9999999947435148
COBYLA,8,2,2.815589428273313e-10,1.0,3.389212131500244,37,2,1.999999999718441,0.9999999998592205
COBYLA,16,2,2.271074023285635e-10,1.0,9.491528749465942,37,2,1.9999999997728926,0.9999999998864463
COBYLA,1,2,0.4077478242721336,0.623046875,2.35446834564209,38,2,1.5922521757278665,0.7961260878639332
COBYLA,2,2,1.2959488215891213e-07,1.0,6.785813808441162,38,2,1.9999998704051178,0.9999999352025589
COBYLA,4,2,1.0039011703877333e-07,1.0,1.8946435451507568,38,2,1.999999899609883,0.9999999498049414
COBYLA,8,2,8.539546199337612e-08,1.0,6.448582172393799,38,2,1.999999914604538,0.999999957302269
COBYLA,16,2,2.994976234516056e-07,1.0,9.58965516090393,38,2,1.9999997005023766,0.9999998502511883
COBYLA,1,2,2.0660169269826056e-08,1.0,1.797703981399536,39,2,1.9999999793398306,0.9999999896699153
COBYLA,2,2,5.47033862652313e-10,1.0,1.1072564125061035,39,2,1.999999999452966,0.999999999726483
COBYLA,4,2,1.0087227719779435e-09,1.0,1.882363557815552,39,2,1.9999999989912771,0.9999999994956386
COBYLA,8,2,2.4030713807743354e-09,1.0,2.435478925704956,39,2,1.9999999975969287,0.9999999987984644
COBYLA,16,2,5.921142742781882e-11,1.0,10.504515647888184,39,2,1.9999999999407885,0.9999999999703942
COBYLA,1,2,3.2084897849671286e-08,1.0,1.5883162021636963,40,2,1.9999999679151022,0.9999999839575511
