optimizer,p,m,energy_Hc,success_prob,time_sec,trial
L-BFGS-B,2,2,1.2287254547160842e-12,1.0,0.20945453643798828,64
L-BFGS-B,4,2,1.3132346363131653e-08,1.0,0.24631404876708984,64
L-BFGS-B,8,2,9.522497929070894e-10,1.0,0.7707531452178955,64
L-BFGS-B,16,2,5.2290567834067936e-08,1.0,1.9957103729248047,64
L-BFGS-B,1,2,6.285250098159167e-14,1.0,0.17532849311828613,65
L-BFGS-B,2,2,1.80436221519642e-12,1.0,0.18665790557861328,65
L-BFGS-B,4,2,1.6599102814485178e-08,1.0,0.23168563842773438,65
L-BFGS-B,8,2,3.3872904481313526e-13,1.0,0.8168799877166748,65
L-BFGS-B,16,2,2.491393050196855e-08,1.0,2.1699461936950684,65
L-BFGS-B,1,2,7.309430838375874e-13,1.0,0.1792771816253662,66
L-BFGS-B,2,2,2.131298471041987e-10,1.0,0.15735220909118652,66
L-BFGS-B,4,2,1.4785103696901558e-11,1.0,0.3710799217224121,66
L-BFGS-B,8,2,2.2006771405180814e-11,1.0,1.0915896892547607,66
L-BFGS-B,16,2,7.0127098572569935e-12,1.0,3.598224639892578,66
L-BFGS-B,1,2,5.292988269900434e-14,1.0,0.17344212532043457,67
L-BFGS-B,2,2,8.928968675547821e-14,1.0,0.1933152675628662,67
L-BFGS-B,4,2,1.1823463041960025e-10,1.0,0.2418830394744873,67
L-BFGS-B,8,2,2.4719407076823074e-11,1.0,0.5355944633483887,67
L-BFGS-B,16,2,2.545874622228439e-11,1.0,3.6274359226226807,67
L-BFGS-B,1,2,0.028293229016509713,0.986328125,0.18659019470214844,68
L-BFGS-B,2,2,8.735276391114155e-12,1.0,0.6592488288879395,68
L-BFGS-B,4,2,4.420792343307056e-10,1.0,0.3351023197174072,68
L-BFGS-B,8,2,4.176725423854499e-09,1.0,0.7083194255828857,68
L-BFGS-B,16,2,1.8829122316876834e-08,1.0,1.8585193157196045,68
L-BFGS-B,1,2,0.02829322901623091,0.9873046875,0.20011186599731445,69
L-BFGS-B,2,2,9.524880884015374e-13,1.0,0.6056034564971924,69
L-BFGS-B,4,2,3.398135828280857e-09,1.0,0.41695427894592285,69
L-BFGS-B,8,2,4.02350203154711e-09,1.0,0.9923632144927979,69
