optimizer,p,m,energy_Hc,time_sec,trial,C_max,C_qaoa,approx_ratio
L-BFGS-B,1,2,-0.0,0.53,45,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.31,45,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.41,45,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.4,45,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.18,45,2,2.0,1.0
L-BFGS-B,1,2,0.06,0.35,46,2,1.94,0.97
L-BFGS-B,2,2,0.0,1.08,46,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.37,46,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.25,46,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.32,46,2,2.0,1.0
L-BFGS-B,1,2,0.0283,0.35,47,2,1.9717,0.98585
L-BFGS-B,2,2,0.0,1.03,47,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.44,47,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.81,47,2,2.0,1.0
L-BFGS-B,16,2,0.0,2.51,47,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.4,48,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.56,48,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.7,48,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.24,48,2,2.0,1.0
L-BFGS-B,16,2,0.0,6.63,48,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.53,49,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.33,49,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.63,49,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.37,49,2,2.0,1.0
L-BFGS-B,16,2,0.0,2.72,49,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.39,50,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.27,50,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.5,50,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.45,50,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.25,50,2,2.0,1.0
L-BFGS-B,1,2,0.06,0.4,51,2,1.94,0.97
L-BFGS-B,2,2,0.0,1.16,51,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.7,51,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.86,51,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.14,51,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.63,52,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.32,52,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.59,52,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.15,52,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.22,52,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.46,53,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.42,53,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.7,53,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.93,53,2,2.0,1.0
