optimizer,p,m,energy_Hc,success_prob,time_sec,trial,C_max,C_qaoa,approx_ratio
SPSA,4,10,0.0981752125598996,0.908203125,130.0638427734375,17,10,9.9018247874401,0.99018247874401
SPSA,8,10,0.04726017528800812,0.970703125,197.36346650123596,17,10,9.952739824711992,0.9952739824711992
SPSA,16,10,0.05694100076892017,0.951171875,339.1292164325714,17,10,9.94305899923108,0.994305899923108
SPSA,1,10,0.9008007624189596,0.4033203125,90.91658568382263,18,10,9.09919923758104,0.9099199237581039
SPSA,2,10,0.30977107874401966,0.759765625,111.4926073551178,18,10,9.690228921255981,0.9690228921255981
SPSA,4,10,0.28943273154155286,0.7763671875,146.30520606040955,18,10,9.710567268458448,0.9710567268458448
SPSA,8,10,0.07951631995963335,0.92578125,228.88987708091736,18,10,9.920483680040366,0.9920483680040366
SPSA,16,10,0.19462795173511568,0.837890625,379.975332736969,18,10,9.805372048264884,0.9805372048264884
SPSA,1,10,0.21056685999319105,0.849609375,84.36160087585449,19,10,9.789433140006809,0.9789433140006809
SPSA,2,10,0.056131158358572505,0.95703125,102.36734819412231,19,10,9.943868841641427,0.9943868841641427
SPSA,4,10,0.08200275445981586,0.9287109375,141.95902132987976,19,10,9.917997245540183,0.9917997245540183
SPSA,8,10,0.04284449802901466,0.955078125,215.83959579467773,19,10,9.957155501970986,0.9957155501970986
SPSA,16,10,0.042982916475276245,0.9638671875,365.0574653148651,19,10,9.957017083524724,0.9957017083524724
SPSA,1,10,0.21443429045660561,0.8115234375,80.74687480926514,20,10,9.785565709543395,0.9785565709543395
SPSA,2,10,0.0729444180657151,0.9462890625,102.78706550598145,20,10,9.927055581934285,0.9927055581934285
SPSA,4,10,0.15730830716075267,0.88671875,132.17119479179382,20,10,9.842691692839248,0.9842691692839247
SPSA,8,10,0.06005667437469467,0.9384765625,207.0835301876068,20,10,9.939943325625306,0.9939943325625306
SPSA,16,10,0.04272389076559091,0.9638671875,347.70836544036865,20,10,9.957276109234408,0.9957276109234409
SPSA,1,10,0.34820313336559783,0.7109375,82.56794214248657,21,10,9.651796866634403,0.9651796866634402
SPSA,2,10,0.9855167020016792,0.30859375,92.61628699302673,21,10,9.014483297998321,0.9014483297998321
SPSA,4,10,0.09398113641593986,0.923828125,127.9318437576294,21,10,9.90601886358406,0.9906018863584061
SPSA,8,10,0.07159909384596633,0.947265625,195.34042119979858,21,10,9.928400906154033,0.9928400906154033
SPSA,16,10,0.09852794642958729,0.916015625,328.87887167930603,21,10,9.901472053570412,0.9901472053570413
SPSA,1,10,0.22360993971931642,0.8330078125,81.38357758522034,22,10,9.776390060280683,0.9776390060280683
SPSA,2,10,0.21617257796524292,0.830078125,97.1529951095581,22,10,9.783827422034758,0.9783827422034758
SPSA,4,10,0.09396284708261579,0.935546875,137.26249480247498,22,10,9.906037152917385,0.9906037152917385
SPSA,8,10,0.058651110416139074,0.953125,206.32709741592407,22,10,9.94134888958386,0.9941348889583861
SPSA,16,10,0.05441629064254713,0.9580078125,336.0611324310303,22,10,9.945583709357454,0.9945583709357454
SPSA,1,10,1.2114978388919084,0.2666015625,78.78881239891052,23,10,8.788502161108092,0.8788502161108092
SPSA,2,10,0.2881074067321092,0.74609375,98.87247371673584,23,10,9.71189259326789,0.971189259326789
SPSA,4,10,0.20852759082696515,0.81640625,134.97462034225464,23,10,9.791472409173036,0.9791472409173035
SPSA,8,10,0.05402545736102865,0.9560546875,199.4287624359131,23,10,9.945974542638972,0.9945974542638971
SPSA,16,10,0.04222007729301635,0.966796875,330.67676997184753,23,10,9.957779922706983,0.9957779922706983
SPSA,1,10,0.3031821915427142,0.787109375,90.12724280357361,24,10,9.696817808457286,0.9696817808457286
SPSA,2,10,0.3027549382648203,0.771484375,104.49045252799988,24,10,9.69724506173518,0.9697245061735179
SPSA,4,10,0.14318157977966217,0.87109375,144.2337522506714,24,10,9.856818420220337,0.9856818420220337
SPSA,8,10,0.05122521631212998,0.953125,225.45754313468933,24,10,9.94877478368787,0.994877478368787
SPSA,16,10,0.0731303122575983,0.9453125,380.8491380214691,24,10,9.926869687742402,0.9926869687742401
SPSA,1,10,0.38473136615525017,0.6455078125,36.5174925327301,25,10,9.61526863384475,0.9615268633844749
SPSA,2,10,0.1490482008211148,0.8583984375,80.77233839035034,25,10,9.850951799178885,0.9850951799178885
SPSA,4,10,0.14628992485127565,0.8642578125,111.27098894119263,25,10,9.853710075148724,0.9853710075148724
SPSA,8,10,0.06296492743807061,0.92578125,177.19075989723206,25,10,9.93703507256193,0.9937035072561929
SPSA,16,10,0.06386719933961257,0.947265625,301.62121057510376,25,10,9.936132800660387,0.9936132800660387
SPSA,1,10,1.1475084641465343,0.2548828125,85.76829481124878,26,10,8.852491535853465,0.8852491535853465
SPSA,2,10,1.1481558494075093,0.21875,99.7842321395874,26,10,8.851844150592491,0.8851844150592492
SPSA,4,10,0.272150370735323,0.7626953125,134.1425004005432,26,10,9.727849629264677,0.9727849629264677
SPSA,8,10,0.205946604170949,0.8408203125,210.48695516586304,26,10,9.794053395829051,0.9794053395829051
SPSA,16,10,0.162149842981538,0.8603515625,356.5714783668518,26,10,9.837850157018462,0.9837850157018462
SPSA,1,10,1.0229115392380481,0.388671875,86.14475536346436,27,10,8.977088460761951,0.8977088460761952
SPSA,2,10,0.15610833191584106,0.8857421875,104.96112036705017,27,10,9.84389166808416,0.9843891668084159
SPSA,4,10,0.0796912230408041,0.927734375,145.54349637031555,27,10,9.920308776959196,0.9920308776959196
SPSA,8,10,0.07131621165718255,0.931640625,220.64698219299316,27,10,9.928683788342818,0.9928683788342818
SPSA,16,10,0.04236079748955782,0.962890625,370.4524977207184,27,10,9.957639202510443,0.9957639202510442
SPSA,1,10,0.17405944697340248,0.865234375,83.89576601982117,28,10,9.825940553026598,0.9825940553026598
SPSA,2,10,1.2096270236558626,0.3544921875,102.15954184532166,28,10,8.790372976344138,0.8790372976344137
SPSA,4,10,0.04368096092678295,0.970703125,137.42024445533752,28,10,9.956319039073216,0.9956319039073216
SPSA,8,10,0.023014901943430727,0.978515625,214.361581325531,28,10,9.97698509805657,0.997698509805657
SPSA,16,10,0.04098239723664457,0.962890625,361.37416100502014,28,10,9.959017602763355,0.9959017602763355
SPSA,1,10,0.19475029915547654,0.859375,40.04856634140015,29,10,9.805249700844524,0.9805249700844524
SPSA,2,10,0.052993935777414666,0.95703125,93.3748128414154,29,10,9.947006064222585,0.9947006064222584
SPSA,4,10,0.05377105588956843,0.966796875,129.58500909805298,29,10,9.946228944110432,0.9946228944110432
SPSA,8,10,0.018760203167779682,0.986328125,197.286057472229,29,10,9.98123979683222,0.998123979683222
SPSA,16,10,0.05542906680809398,0.974609375,330.93085408210754,29,10,9.944570933191907,0.9944570933191906
SPSA,1,10,0.23134976063739598,0.8212890625,84.93192386627197,30,10,9.768650239362604,0.9768650239362604
SPSA,2,10,0.09303789569503085,0.9345703125,103.37908291816711,30,10,9.90696210430497,0.990696210430497
SPSA,4,10,0.05280569346154047,0.96875,139.20213985443115,30,10,9.94719430653846,0.994719430653846
SPSA,8,10,0.09006868444947994,0.9326171875,218.57247018814087,30,10,9.90993131555052,0.990993131555052
SPSA,16,10,0.03081480682603145,0.974609375,370.5174822807312,30,10,9.969185193173969,0.9969185193173968
SPSA,1,10,0.22353842273329605,0.837890625,89.1770920753479,31,10,9.776461577266703,0.9776461577266703
SPSA,2,10,0.2221315404318297,0.8359375,109.00724864006042,31,10,9.77786845956817,0.977786845956817
SPSA,4,10,0.04172579760949788,0.966796875,150.32131457328796,31,10,9.958274202390502,0.9958274202390502
SPSA,8,10,0.04037203808221981,0.96484375,225.84392023086548,31,10,9.95962796191778,0.9959627961917781
SPSA,16,10,0.02981551885093317,0.9697265625,379.1803729534149,31,10,9.970184481149067,0.9970184481149067
SPSA,1,10,1.1709582412229735,0.2763671875,83.40696477890015,32,10,8.829041758777027,0.8829041758777028
SPSA,2,10,0.08505919995733066,0.9228515625,101.38383936882019,32,10,9.91494080004267,0.991494080004267
SPSA,4,10,0.08429233900429095,0.931640625,137.15891075134277,32,10,9.915707660995709,0.991570766099571
SPSA,8,10,0.04671884994478559,0.95703125,214.33384585380554,32,10,9.953281150055215,0.9953281150055215
SPSA,16,10,0.10055459861942423,0.9228515625,364.6109519004822,32,10,9.899445401380575,0.9899445401380575
SPSA,1,10,0.22362753232841595,0.8427734375,82.58924412727356,33,10,9.776372467671584,0.9776372467671584
SPSA,2,10,0.11222235471262082,0.9072265625,104.02309250831604,33,10,9.887777645287379,0.9887777645287379
SPSA,4,10,0.05018935137550791,0.9541015625,140.9534251689911,33,10,9.949810648624492,0.9949810648624492
SPSA,8,10,0.22084609809002104,0.8349609375,213.89084935188293,33,10,9.779153901909979,0.9779153901909978
SPSA,16,10,0.047540491561406356,0.9462890625,365.9038600921631,33,10,9.952459508438594,0.9952459508438594
SPSA,1,10,1.0509869273402683,0.337890625,40.89387583732605,34,10,8.949013072659731,0.8949013072659732
SPSA,2,10,0.18029894604701646,0.853515625,97.3223922252655,34,10,9.819701053952983,0.9819701053952983
SPSA,4,10,0.266988365758871,0.80859375,129.55564904212952,34,10,9.733011634241128,0.9733011634241129
SPSA,8,10,0.18046581653040866,0.880859375,202.01681852340698,34,10,9.81953418346959,0.981953418346959
SPSA,16,10,0.10430443741745773,0.9091796875,342.75090742111206,34,10,9.895695562582542,0.9895695562582543
SPSA,1,10,0.22265671301528947,0.830078125,79.78531694412231,35,10,9.77734328698471,0.977734328698471
SPSA,2,10,0.22187937421323298,0.83203125,98.53416895866394,35,10,9.778120625786768,0.9778120625786768
SPSA,4,10,0.07599802371017386,0.9375,132.6927354335785,35,10,9.924001976289826,0.9924001976289827
SPSA,8,10,0.16763415668479037,0.8779296875,199.05455923080444,35,10,9.832365843315209,0.983236584331521
SPSA,16,10,0.06499227825879449,0.9423828125,340.8095772266388,35,10,9.935007721741206,0.9935007721741206
SPSA,1,10,1.1067062774642362,0.28125,81.84004163742065,36,10,8.893293722535764,0.8893293722535764
SPSA,2,10,0.17955538415285505,0.8525390625,99.25701427459717,36,10,9.820444615847144,0.9820444615847144
SPSA,4,10,0.08043020185654962,0.9306640625,136.86664009094238,36,10,9.919569798143451,0.991956979814345
SPSA,8,10,0.08793814224125401,0.9306640625,210.0208079814911,36,10,9.912061857758745,0.9912061857758745
SPSA,16,10,0.07624571297400627,0.939453125,356.3737554550171,36,10,9.923754287025993,0.9923754287025993
SPSA,1,10,1.1182025330297836,0.263671875,86.70863127708435,37,10,8.881797466970216,0.8881797466970216
SPSA,2,10,1.0772281945733617,0.2705078125,103.75803709030151,37,10,8.922771805426638,0.8922771805426638
SPSA,4,10,0.07373272078725887,0.9384765625,143.2222192287445,37,10,9.926267279212741,0.9926267279212742
SPSA,8,10,0.04410680903784668,0.9677734375,216.07017755508423,37,10,9.955893190962154,0.9955893190962154
SPSA,16,10,0.1151915002096828,0.9150390625,365.02845644950867,37,10,9.884808499790317,0.9884808499790317
SPSA,1,10,1.079141381421768,0.326171875,88.60980463027954,38,10,8.920858618578231,0.8920858618578231
SPSA,2,10,0.21772030731657918,0.822265625,108.1885142326355,38,10,9.78227969268342,0.9782279692683421
SPSA,4,10,0.12192691310278761,0.91796875,147.0322606563568,38,10,9.878073086897212,0.9878073086897212
SPSA,8,10,0.0720297243923068,0.9326171875,224.3998999595642,38,10,9.927970275607693,0.9927970275607694
SPSA,16,10,0.025325909170411998,0.97265625,379.2487254142761,38,10,9.974674090829588,0.9974674090829587
SPSA,1,10,0.9917319485699783,0.2919921875,82.32458734512329,39,10,9.008268051430022,0.9008268051430022
SPSA,2,10,0.13951545198110904,0.890625,100.7065749168396,39,10,9.86048454801889,0.9860484548018891
SPSA,4,10,0.24290536199251694,0.8486328125,136.7684142589569,39,10,9.757094638007484,0.9757094638007484
SPSA,8,10,0.03376231501672952,0.9580078125,210.69428086280823,39,10,9.96623768498327,0.996623768498327
SPSA,16,10,0.12101677626284071,0.900390625,354.9639172554016,39,10,9.878983223737158,0.9878983223737159
SPSA,1,10,1.2193555829769793,0.3447265625,42.792644023895264,40,10,8.780644417023021,0.8780644417023021
SPSA,2,10,0.12739011984018822,0.91796875,101.05743551254272,40,10,9.872609880159812,0.9872609880159813
SPSA,4,10,0.11167773406666198,0.8955078125,137.04507184028625,40,10,9.888322265933338,0.9888322265933338
SPSA,8,10,0.05882964353952924,0.9482421875,211.53412652015686,40,10,9.941170356460471,0.9941170356460471
SPSA,16,10,0.046424154429158454,0.962890625,360.0537405014038,40,10,9.95357584557084,0.9953575845570841
SPSA,1,10,0.19272999327472762,0.8310546875,84.21508073806763,41,10,9.807270006725272,0.9807270006725272
SPSA,2,10,0.09520390378356572,0.91796875,104.08734107017517,41,10,9.904796096216435,0.9904796096216435
SPSA,4,10,0.07061387391537835,0.943359375,140.65771508216858,41,10,9.929386126084621,0.9929386126084621
SPSA,8,10,0.18645083403614202,0.849609375,213.29847121238708,41,10,9.813549165963858,0.9813549165963857
SPSA,16,10,0.03356060066426264,0.9736328125,364.91205883026123,41,10,9.966439399335737,0.9966439399335737
SPSA,1,10,1.113534064372958,0.2587890625,75.90555214881897,42,10,8.886465935627042,0.8886465935627041
SPSA,2,10,0.23671301055437777,0.79296875,92.71209502220154,42,10,9.763286989445621,0.9763286989445621
SPSA,4,10,0.12790423610050208,0.8935546875,124.05490374565125,42,10,9.872095763899498,0.9872095763899498
SPSA,8,10,0.037166093332838296,0.966796875,191.8670792579651,42,10,9.962833906667163,0.9962833906667162
SPSA,16,10,0.043410068265053885,0.9609375,325.63886642456055,42,10,9.956589931734946,0.9956589931734946
SPSA,1,10,1.020180317682693,0.294921875,86.6070384979248,43,10,8.979819682317308,0.8979819682317307
SPSA,2,10,0.1534347423077527,0.86328125,107.4610767364502,43,10,9.846565257692248,0.9846565257692248
SPSA,4,10,0.09928115396923487,0.919921875,143.67659425735474,43,10,9.900718846030765,0.9900718846030765
SPSA,8,10,0.053946383493821706,0.9423828125,219.59081435203552,43,10,9.946053616506179,0.9946053616506179
SPSA,16,10,0.07211375085823653,0.9453125,370.120689868927,43,10,9.927886249141764,0.9927886249141764
SPSA,1,10,1.1895823577521407,0.267578125,84.61222100257874,44,10,8.81041764224786,0.881041764224786
SPSA,2,10,0.16575066276161154,0.8671875,103.29977774620056,44,10,9.834249337238388,0.9834249337238388
SPSA,4,10,0.07358313292593593,0.94140625,139.52180194854736,44,10,9.926416867074064,0.9926416867074064
SPSA,8,10,0.06973308497725375,0.955078125,218.26444220542908,44,10,9.930266915022747,0.9930266915022747
SPSA,16,10,0.08166168582242528,0.923828125,371.2743685245514,44,10,9.918338314177575,0.9918338314177575
SPSA,1,10,1.1489522683912354,0.263671875,81.05380344390869,45,10,8.851047731608764,0.8851047731608764
SPSA,2,10,1.1319951635102492,0.3212890625,97.44209623336792,45,10,8.868004836489751,0.8868004836489751
SPSA,4,10,0.06872439252871644,0.9267578125,129.1070773601532,45,10,9.931275607471283,0.9931275607471284
SPSA,8,10,0.04288317980683897,0.9609375,197.20919060707092,45,10,9.95711682019316,0.995711682019316
